datetime,open,high,low,close,volume,ema21,ema55,ema100,ema200,rsi14,atr14,vol_ma50,res50,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,bb_width,stoch_k,stoch_d,williams_r,cci,adx,plus_di,minus_di,eric_score,eric_score_smoothed,eric_oversold,eric_overbought,eric_oversold2,eric_overbought2,donchian_high,donchian_low,donchian_mid,donchian_height,near_upper,near_lower,channel_trend,eye21,eye21_support,eye21_pressure,eye55,eye55_support,eye55_pressure,eye100,eye100_support,eye100_pressure,eye200,eye200_support,eye200_pressure,vol_ratio,vol_spike1,vol_spike2,bull_divergence,bear_divergence,divergence_strength,atr_sma,volatility_warning
2025-06-01 13:00:00,103917.1,104393.1,103903.5,104216.0,4314.051,104214.82565560083,104283.5700565659,104306.34586076745,104321.06962441698,77.57222782149913,406.28893162202434,3220.5593636363633,,-77.90372739968006,-47.39378942181576,-30.509937977864304,,,,,,,,,27.792901801075153,13.691906290470438,14.205757847299127,,,False,False,False,False,,,,,False,False,sideways,1,True,False,1,False,True,1,False,True,1,False,True,,False,False,False,False,0,,False
2025-06-01 14:00:00,104215.9,104731.2,104215.9,104551.6,5276.186,104245.44150509166,104293.1425545457,104311.20237837602,104323.3634589999,79.98332006288119,420.8237407390881,3391.8615833333333,,-40.58825008694839,-46.03268155484229,5.444431467893899,,,,,,,,,28.11294432330372,22.168792010353595,11.88642513225992,,,False,False,False,False,,,,,False,False,sideways,1,True,False,1,True,False,1,True,False,1,True,False,,False,False,False,False,0,,False
2025-06-01 15:00:00,104551.5,104760.0,104435.4,104664.0,4147.074,104283.49227735605,104306.38746331193,104318.18846989333,104326.75287731831,80.73050327271139,407.99390864054385,3449.954846153846,,-1.923551336672972,-37.21085551120843,35.28730417453546,,,,,,,,,28.669445427496726,20.75831674093816,10.625512974432128,,,False,False,False,False,,,,,False,False,sideways,1,True,False,1,True,False,1,True,False,1,True,False,,False,False,False,False,0,,False
2025-06-01 16:00:00,104663.9,105285.0,104602.9,104984.4,10948.247,104347.21116123277,104330.60219676507,104331.38077742019,104333.29662978281,82.7115797842837,444.54138748847214,3985.547142857143,,53.95019898148894,-18.978644612668955,72.9288435941579,,,,,80.9855145802507,,-19.01448541968605,,32.643956751549666,32.25803404660544,8.45168841310862,,,False,False,False,False,,,,,False,False,sideways,1,True,False,1,True,False,1,True,False,1,True,False,,False,False,False,False,0,423.6057843803543,False
2025-06-01 17:00:00,104984.4,105152.5,104936.2,105006.3,2559.46,104407.12832839343,104354.73426116632,104344.74551450097,104339.99318073025,82.84143165668752,414.1092024900096,3890.474666666667,,98.85812075232388,4.588708460329613,94.26941229199427,,,,,82.37080144216448,,-17.62919855777227,,36.08853323238121,30.011472762016233,7.863083541811477,,,False,False,False,False,,,,,False,False,sideways,1,True,False,1,True,False,1,True,False,1,True,False,,False,False,False,False,0,417.8278702724979,False
2025-06-01 18:00:00,105006.2,105014.0,104280.1,104850.8,6993.433,104447.4621167213,104372.4508946961,104354.76639540194,104345.07583564836,78.34199154259068,456.74797549134087,4084.4095625,,120.51124327076832,27.773215422417355,92.73802784835097,,,,,72.53463217150205,78.63031606463908,-27.46536782843469,,31.753617426919064,23.581838027797136,25.33129685256299,,,False,False,False,False,,,,,False,False,sideways,1,True,False,1,True,False,1,True,False,1,True,False,,False,False,False,False,0,416.1327256647365,False
2025-06-01 19:00:00,104850.8,105119.6,104757.8,105075.2,3531.986,104504.52919701936,104397.54907702838,104369.03240737418,104352.34075270659,80.0278204067732,444.08824542582914,4051.9140588235296,,154.00344759979635,53.019261857893156,100.98418574190319,,,,,86.72907837302354,80.54483732889669,-13.270921626913212,,27.97910117023796,24.190753342085827,22.57963257692666,,,False,False,False,False,,,,,False,False,sideways,1,True,False,1,True,False,1,True,False,1,True,False,,False,False,False,False,0,415.39407652848604,False
2025-06-01 20:00:00,105075.2,105260.0,104833.1,104897.0,3880.377,104540.2083609267,104415.38660999165,104379.48721118855,104357.76024770453,75.0330330991568,441.79647936905116,4042.384222222222,,164.27336896756606,75.27008327982774,89.00328568773831,,,,,75.45701815416813,78.24024289956458,-24.54298184576861,,25.920574928666777,25.311319808507406,19.670526809234154,,,False,False,False,False,,,,,False,False,sideways,1,True,False,1,True,False,1,True,False,1,True,False,,False,False,False,False,0,415.5081996580214,False
2025-06-01 21:00:00,104897.0,105468.9,104854.4,105444.9,4078.485,104622.4530553879,104452.15494534909,104400.58449413531,104368.57755867265,79.30901175479484,464.8236154531777,4044.2842631578947,,214.1546649797092,103.04699961980404,111.10766535990516,,,,,98.6400725294092,86.94205635220028,-1.3599274705341433,,25.75986552808731,26.8419918886203,16.203250671959772,,,False,False,False,False,,,,,False,False,sideways,1,True,False,1,True,False,0,False,False,0,False,False,,False,False,False,False,0,419.74996351314246,False
2025-06-01 22:00:00,105444.9,105699.0,105363.0,105455.4,5303.983,104698.17550489808,104487.98512587234,104421.47192989501,104379.39171231771,79.38188889141881,447.64713339275403,4107.269200000001,,251.63255028860294,132.76410975356382,118.86844053503913,105524.6958498884,104553.345,103581.9941501116,0.018580961706933505,87.7888615970282,87.29531742686851,-12.211138402921671,169.72950791069638,27.129575384194876,31.0092893517885,14.581648351840709,,,False,False,False,False,,,,,False,False,sideways,1,True,False,1,True,False,1,True,False,0,False,False,1.2913648318936581,False,False,False,False,0,424.90139694948545,False
2025-06-01 23:00:00,105455.5,105823.6,105400.3,105583.3,3860.969,104778.64136808917,104527.10351423404,104444.47842633273,104391.37089925983,80.29244906950883,444.4008489403872,4095.540619047619,,288.33080743615574,163.8774492900822,124.45335814607353,105683.66752174255,104615.69,103547.71247825745,0.02041715772734565,88.63829787229838,91.68907733291194,-11.36170212765434,156.2189449184927,29.04897380793765,30.809400089881628,12.729743174475974,,,False,False,False,False,,,,,False,False,sideways,1,True,False,0,False,False,0,False,False,0,False,False,0.9294695464356819,False,False,False,False,0,426.6697821181257,False
2025-06-02 00:00:00,105583.3,105700.0,105351.8,105379.1,3928.6,104833.2285164447,104557.53196015426,104462.98578422713,104401.19904951596,74.62589294045083,431.57406908166854,4087.952409090909,,297.50772335020883,190.60350410210754,106.9042192481013,105776.1986935481,104655.255,103534.31130645191,0.021421641819096265,78.98345153660568,85.13687033531075,-21.016548463347036,117.50521419279917,30.01178366069336,27.495072722583274,12.858729430924667,,,False,False,False,False,,,,,False,False,sideways,1,True,False,1,True,False,1,True,False,1,True,False,0.9333681883289252,False,False,False,False,0,428.9509540261853,False
2025-06-02 01:00:00,105379.2,105602.0,105290.4,105327.6,2559.541,104878.17137858608,104585.03439014875,104480.1068578068,104410.41696942128,73.22235436449844,415.57752653744683,4021.499739130435,,297.19895122190064,211.92259352606618,85.27635769583446,105854.14268487896,104697.35,103540.55731512106,0.022097840773982344,76.5484633569378,81.3900709219473,-23.45153664301492,94.92629821143436,29.91142663194387,24.74629891159393,13.543148830623034,,,False,False,False,False,,,,,False,False,sideways,1,True,False,1,True,False,1,True,False,1,True,False,0.6036786495607703,False,False,False,False,0,430.99177920364656,False
2025-06-02 02:00:00,105327.7,105368.3,104958.2,104986.9,4857.765,104888.05579871462,104599.38673335772,104490.14236557299,104416.15311897927,64.57033574523962,414.84718966578805,4056.344125,,266.3918055233953,222.816435925532,43.5753695978633,105875.9834112307,104736.35500000001,103596.72658876932,0.021761849765168727,56.42414457577348,70.65201982310566,-43.575855424174435,49.66291710504794,26.21180402193503,21.484549385036622,22.435083131144413,,,False,False,False,False,,,,,False,False,sideways,1,True,False,1,True,False,1,True,False,1,True,False,1.1192750304457306,False,False,False,False,0,432.5185895955415,False
2025-06-02 03:00:00,104986.9,105016.4,104520.0,104781.8,6268.235,104878.39618064965,104605.90149288066,104495.9177642745,104419.79139640238,59.97593382006541,425.7208977103489,4144.81976,,222.85809529782273,222.82476779999016,0.03332749783257327,105878.44838135719,104763.895,103649.34161864282,0.021277433057584998,35.1993531131214,56.057320348610894,-64.80064688681641,2.04443790195789,26.52856517815385,18.144354632375087,32.67128088711723,,,False,False,False,False,,,,,False,False,sideways,1,False,True,1,True,False,1,True,False,1,True,False,1.3742597146713638,False,False,False,False,0,433.906587173279,False
2025-06-02 04:00:00,104781.8,104958.9,104650.1,104736.3,2587.764,104865.47834604513,104610.55858242064,104500.6778085463,104422.94073574166,58.97343746299473,410.1314446823008,4084.933,,182.5811645478825,214.77604714956863,-32.19488260168612,105880.5756090772,104783.575,103686.57439092279,0.020938407743335875,29.556203433735117,40.39323370754333,-70.4437965662001,-0.16938863065885604,26.803091513535122,16.32283235925054,29.391392071385763,,,False,False,False,False,,,,,False,False,sideways,1,False,True,1,True,False,1,True,False,1,True,False,0.5634710964353327,False,False,False,False,0,433.1428517406513,False
2025-06-02 05:00:00,104736.4,104882.9,104549.8,104781.2,2970.213,104857.81667822284,104616.65291876276,104506.23270342658,104426.50550454026,59.689488083857455,399.8605853913262,4043.647074074074,,152.52623402245808,202.32608452414652,-49.79985050168844,105841.230541685,104828.23500000002,103815.23945831503,0.019326769008082303,32.4651765467876,32.406911031214705,-67.53482345314761,-13.22051795727251,27.765079042135817,14.509821972626963,29.471329032666855,,,False,False,False,False,,,,,False,False,sideways,1,False,True,1,True,False,1,True,False,1,True,False,0.6808258352354595,False,False,False,False,0,432.56190007999294,False
2025-06-02 06:00:00,104781.2,105245.0,104695.5,105133.5,5697.801,104882.8787983844,104635.11174309267,104518.6538380122,104433.54027563936,64.87036441111613,419.81250733914936,4102.724,,155.34443678433308,192.92975497618386,-37.585318191850774,105808.80675168258,104890.51999999999,103972.2332483174,0.017509432724379548,55.28992549397093,39.10376849149788,-44.710074505964286,26.558793178658107,24.300143540411373,23.477905686927834,24.32792333914744,,,False,False,False,False,,,,,False,False,sideways,1,True,False,1,True,False,1,True,False,1,True,False,1.2662352479024859,False,False,False,False,0,430.7955514978985,False
2025-06-02 07:00:00,105133.4,105398.5,105123.3,105346.4,4120.675,104925.01708944036,104660.51489512507,104535.04485112087,104442.62345697629,67.58192801445888,400.53083969392907,4103.343,,172.76559921275475,188.89692382349804,-16.13132461074329,105802.09300943055,104955.93999999999,104109.78699056942,0.016123966102929738,69.08325234851296,52.2794514630905,-30.916747651422256,69.5424996482262,22.251742149397593,26.436938874552673,22.099199575768147,,,False,False,False,False,,,,,False,False,sideways,1,True,False,1,True,False,1,True,False,1,True,False,0.9052016360025655,False,False,False,False,0,429.8256684410356,False
2025-06-02 08:00:00,105346.4,105900.0,105190.5,105290.0,10502.437,104958.19735403669,104682.99650601347,104549.99445802937,104451.05506436956,66.12578143510706,441.7267277347385,4316.646133333334,,179.94667405881046,187.10687387056052,-7.160199811750061,105726.3190425126,105024.585,104322.85095748742,0.013363233808780822,55.79710144923493,60.05675976390628,-44.2028985506926,99.16323327423606,23.926135733328397,35.91277990094073,17.366444800917172,,,False,False,False,False,,,,,False,False,sideways,1,True,False,1,True,False,1,True,False,1,True,False,2.1349176004272583,True,False,False,False,0,428.7527221727068,False
2025-06-02 09:00:00,105290.1,105296.5,104420.0,104530.5,13843.216,104919.315776397,104677.55020222727,104549.6084291575,104451.84556124151,50.38271187328225,499.6964973701067,4623.9548387096775,,122.93530336489493,174.2725597694274,-51.33725640453247,105676.81533350394,105040.31000000001,104403.80466649609,0.01211925847332184,7.466216216211172,44.11552333798635,-92.53378378372126,-73.6264762219962,22.115495785393133,27.513667840236355,33.864008544044246,,,False,False,False,False,,,,,False,False,sideways,1,False,True,1,False,True,1,False,True,1,True,False,2.565543322604014,True,False,False,False,0,432.72474016872667,False
2025-06-02 10:00:00,104530.4,104618.2,104188.8,104316.7,7442.889,104864.53252399726,104664.66269500487,104544.99638105536,104450.50082928887,46.99115340712085,490.3236310540917,4712.04653125,,59.81203227005608,151.38045426955316,-91.56842199949708,105710.11516890679,105028.56500000002,104347.01483109324,0.012978377242548729,7.474287050018679,23.579201571821596,-92.52571294992288,-161.13156675953073,21.788529430327905,24.300995441205437,36.19683369266248,,,False,False,False,False,,,,,False,False,sideways,1,False,True,1,False,True,1,False,True,1,False,True,1.3522303822156254,False,False,False,False,0,436.1909652890867,False
2025-06-02 11:00:00,104316.7,104448.6,103867.8,104000.0,7703.417,104785.93865817932,104640.92474161183,104534.20437350971,104446.01823397256,42.4343492806819,502.38714691354653,4802.694121212122,,-15.58895827170636,117.98657176130126,-133.57553003300762,105804.44752464395,104995.36500000002,104186.28247535609,0.015411776027331002,6.505265229796882,7.148589498675578,-93.49473477015391,-203.04542884027194,23.033934287716075,20.555141076642457,39.136632626425,-2.120399510388461,-2.120399510388461,True,False,True,False,,,,,False,False,sideways,1,False,True,1,False,True,1,False,True,1,False,True,1.3557640564271085,False,False,False,False,0,438.87407467911305,False
2025-06-02 12:00:00,104000.1,104236.9,103805.0,104156.0,7867.251,104728.67150743575,104623.60600083998,104526.71517799466,104443.1324804007,45.250683401157225,492.9888606584062,4892.828147058824,,-62.04171202071302,81.9809150048984,-144.02262702561143,105845.95869702724,104953.94499999999,104061.93130297275,0.01699819281737801,16.75417661097052,10.244576296928694,-83.24582338898175,-173.87438727679896,24.399898722277626,18.15406845222989,36.26351520488531,-2.0002159858878996,-2.080338335554941,True,False,True,False,,,,,False,False,sideways,1,False,True,1,False,True,1,False,True,1,False,True,1.423183421171147,False,False,False,False,0,442.1127694838025,False
2025-06-02 13:00:00,104156.0,104517.0,103642.0,103764.3,13009.86,104641.00137039613,104592.91650080998,104511.61784773733,104436.37792835692,39.9637843084412,543.9236792372855,5124.743342857143,,-128.97601524832135,39.78952895425446,-168.7655442025758,105929.5454992822,104891.845,103854.1445007178,0.019786104425605328,5.41629760850083,9.558579816422744,-94.58370239145488,-157.61790977655932,23.1243330786252,21.126345769092055,28.48532204642684,-1.9013201786057583,-2.0206656165718804,True,False,True,False,,,,,False,False,sideways,1,False,True,1,False,True,1,False,True,1,False,True,2.150231978397423,True,False,False,False,0,449.2215430764381,False
2025-06-02 14:00:00,103764.3,104646.1,103600.6,104129.6,14727.204,104594.51033672375,104576.36948292391,104504.05313788114,104433.32541165686,46.26876142451808,610.8005220056474,5391.478361111111,,-150.80686803066055,1.670249557271455,-152.477117587932,105948.17324074883,104855.785,103763.39675925118,0.02083601282940807,23.00600156561587,15.05882526169574,-76.99399843434064,-117.93948907827625,20.96917059814351,19.12294331150948,21.984257050230777,-1.6930971144344142,-1.9114761158593918,True,False,True,False,,,,,False,False,sideways,1,False,True,1,False,True,1,False,True,1,False,True,2.287851297287081,True,False,False,False,0,462.023432571008,False
2025-06-02 15:00:00,104129.6,104533.3,103852.0,104396.8,6946.864,104576.53666974886,104569.9562871052,104501.92931336864,104432.96197472495,50.37410948487877,620.2004524048948,5433.515810810811,,-144.87711601647607,-27.63922355747805,-117.23789245899802,105927.61507031425,104821.86499999999,103716.11492968573,0.02109769884964855,34.62642428458088,21.016241152899195,-65.37357571537564,-86.15432308314831,19.101363115055506,16.322029246256264,18.76424986916713,-1.419686882672057,-1.7475463714636137,True,False,True,False,,,,,False,False,sideways,1,False,True,1,False,True,1,False,True,1,False,True,1.0513003926389493,False,False,False,False,0,476.63935584725425,False
2025-06-02 16:00:00,104396.9,104440.4,103982.9,104234.6,3748.424,104545.45151795351,104557.97927685145,104496.63566359897,104430.98822373267,47.97769681609378,598.5070587509089,5389.171289473684,,-151.5193089852255,-52.415240643027545,-99.10406834219796,105924.29879575457,104788.745,103653.19120424542,0.021673201559090624,27.572410193951725,28.40161201471616,-72.42758980600479,-82.79177925923291,17.48259662970957,14.658483646476594,16.851792488282406,-1.2097493021536962,-1.5682806816936414,True,False,True,False,,,,,False,False,sideways,1,False,True,1,False,True,1,False,True,1,False,True,0.5678329352400637,False,False,False,False,0,489.75791792476286,False
2025-06-02 17:00:00,104234.7,104451.1,104029.9,104345.6,3533.403,104527.28319813954,104550.39430267818,104493.64485837918,104430.13858966569,49.73981534246032,574.8661175841225,5341.587487179488,,-146.14188969880342,-71.16057045418273,-74.98131924462069,105841.68998988376,104733.78,103625.87001011624,0.021156688699362505,32.39975645819248,31.53286364557503,-67.60024354176403,-68.5266223835248,15.95625941617829,13.474636218174288,15.205501922194072,-1.0173063723919917,-1.3846225785930917,True,False,True,False,,,,,False,False,sideways,1,False,True,1,False,True,1,False,True,1,False,True,0.5374793531187294,False,False,False,False,0,500.41114791574677,False
2025-06-02 18:00:00,104345.6,104699.4,104142.8,104308.8,5265.772,104507.42108921777,104541.7659347254,104489.98456415384,104428.9312405148,49.14547041410448,572.4306352395718,5339.6921,,-143.1989898054744,-85.56825432444107,-57.63073548103334,105745.10331781837,104676.45,103607.79668218162,0.02041821857386976,30.799338957975596,30.2571685367066,-69.20066104198092,-47.221101284349835,15.683586947032591,17.511228348658125,13.234169653822041,-0.8622456776048025,-1.2104969449303287,True,False,True,False,,,,,False,False,sideways,1,False,True,1,False,True,1,False,True,1,False,True,0.8012294367947,False,False,False,False,0,512.0039472412661,False
2025-06-02 19:00:00,104308.7,104460.8,103984.2,104366.4,3308.162,104494.60099019797,104535.50286562806,104487.53734506169,104428.30903911665,50.14953795725722,559.6532172076296,5290.142585365854,,-134.66652989125578,-95.38790943780401,-39.278620453451765,105602.28538759428,104615.60500000001,103628.92461240574,0.018862967672829908,33.304340262662315,32.16781189294346,-66.69565973729419,-56.77315124416465,13.597977342454874,15.522889576393759,15.510006296763413,-0.7167511671066543,-1.045915018989104,True,False,True,False,,,,,False,False,sideways,1,False,True,1,False,True,1,False,True,1,False,True,0.5054893137984727,False,False,False,False,0,523.4177066567163,False
2025-06-02 20:00:00,104366.5,104962.7,104366.5,104829.2,5971.475,104525.01908199815,104545.9920489985,104494.30294218918,104432.29800390157,57.423324971387686,564.5394549132794,5306.364785714286,,-89.52837434716639,-94.2160024196765,4.687628072510108,105513.98200411288,104588.11,103662.23799588712,0.017705110152824898,53.43132991212751,39.17833637758847,-46.568670087829,19.084526721410253,15.892258211365238,25.19064042220977,13.325661358775001,-0.4269151463429793,-0.8395817281070626,True,False,False,False,,,,,False,False,sideways,1,True,False,1,True,False,1,True,False,1,True,False,0.8984230236536521,False,False,False,False,0,533.7553457691541,False
2025-06-02 21:00:00,104829.2,105068.0,104523.5,104886.1,3459.261,104557.84461999832,104558.13876153427,104502.0612997696,104436.81344664883,58.230293167502396,561.8675275915089,5263.40888372093,,-48.60442485426029,-85.09368690659326,36.489262052332975,105437.1010819092,104566.035,103694.9689180908,0.016660593124893774,55.90588849262609,47.547186222471964,-44.094111507330425,44.95116936289193,18.52034219731261,24.434518251426727,11.603826643047356,-0.05463041668876815,-0.5779312909676312,False,False,False,False,,,,,False,False,sideways,1,True,False,1,True,False,1,True,False,1,True,False,0.5169553956297835,False,False,False,False,0,545.2793949046956,False
2025-06-02 22:00:00,104886.2,105769.0,104878.1,105649.9,11597.678,104657.12238181665,104597.13023433661,104524.79077898207,104448.8839596175,67.21350658570975,605.7385239126403,5407.369545454546,,44.94230964707094,-59.086487595860426,104.02879724293138,105581.10032548437,104599.185,103617.26967451563,0.018774817901006963,94.507470946276,67.94822978367654,-5.492529053677883,144.7241188426739,23.78188948663319,35.07305523985403,9.328290527891001,0.7653305245474448,-0.13017735246260595,False,False,False,False,,,,,False,False,sideways,1,True,False,0,False,False,0,False,False,0,False,False,1.6500694188738199,False,False,False,False,0,556.9945232031172,False
2025-06-02 23:00:00,105650.0,105893.8,105517.1,105814.3,6335.011,104762.32034710604,104640.60058311031,104550.32561504183,104462.47018887504,68.77034766470167,575.2000540576212,5427.9838,,130.83627759374212,-21.101934557939916,151.93821215168205,105771.86237381761,104650.81,103529.75762618239,0.02142462870220713,96.53322867604372,82.3155293716486,-3.4667713239126736,168.57844729844763,28.71518867022853,34.90337052958728,8.513740988805429,1.6419400015945003,0.4605284322230961,False,False,False,False,,,,,False,False,sideways,0,False,False,0,False,False,0,False,False,0,False,False,0.9008910821231046,False,False,False,False,0,562.3876343950825,False
2025-06-03 00:00:00,105814.4,106368.9,105699.9,106231.9,10207.033,104895.91849736913,104697.43270514208,104583.62411771427,104480.07645565241,72.36057300135082,587.7067135166051,5531.876173913043,,229.9539302289486,29.109238399437785,200.8446918295108,106051.46993407357,104725.59,103399.71006592643,0.025321030591922592,95.05111440230644,95.36393800820872,-4.948885597657447,185.3198075289094,34.174653593042265,40.38448201143904,7.221556164750615,2.1126471714261488,1.0112346786241135,False,True,False,True,,,,,False,False,sideways,0,False,False,0,False,False,0,False,False,0,False,False,1.3769280353256508,False,False,False,False,0,569.3435688566906,False
2025-06-03 01:00:00,106231.9,106460.0,106068.6,106442.6,4589.748,105036.5259066992,104759.76010852987,104620.43552132389,104499.6040531086,73.98558774368088,561.5324850477236,5511.8308936170215,,321.79763038213423,87.64691679597708,234.15071358615717,106341.27503169206,104808.66,103276.04496830795,0.029245961768656403,99.39148073018856,96.9919412695129,-0.6085192697764611,173.4702779913643,39.09916074836136,38.79443182138084,6.550412545423392,2.220054263368241,1.4141745402054895,False,True,False,True,,,,,False,False,sideways,0,False,False,0,False,False,0,False,False,0,False,False,0.6124662500390902,False,False,False,False,0,573.5682358662747,False
2025-06-03 02:00:00,106442.7,106470.8,105495.6,105553.9,9375.215,105083.55991518109,104788.12224751094,104638.91996644619,104510.09456004285,58.39169110799594,616.6881537080268,5592.3180624999995,,319.1942885604658,133.95639114887481,185.23789741159098,106392.2919693439,104829.68,103267.06803065608,0.02981239605699284,68.05449097621454,87.49902870290317,-31.945509023750617,105.55131768982011,37.49979581204368,30.614753608611668,17.558037145634433,1.9601995024089114,1.5961828609399635,False,True,False,True,,,,,False,False,sideways,1,True,False,1,True,False,1,True,False,1,True,False,1.221088900429452,False,False,False,False,0,582.4038996555333,False
2025-06-03 03:00:00,105553.9,105659.5,105280.0,105448.8,5149.064,105116.76355925553,104811.71788152841,104654.95719483339,104519.43491267925,56.865227266213914,585.0630665469565,5583.27206122449,,305.1330459530582,168.1917221097115,136.94132384334668,106405.19234252899,104834.8,103264.40765747102,0.029959371173102503,64.392725245605,77.27956565066937,-35.60727475436015,64.20934526735194,34.411534041422364,27.96699369831685,20.952936090144192,1.6588762316417258,1.6170806511738844,False,True,False,True,,,,,False,False,sideways,1,True,False,1,True,False,1,True,False,1,True,False,0.6661859595465967,False,False,False,False,0,585.3424273205097,False
2025-06-03 04:00:00,105448.8,105475.4,105062.5,105134.9,4618.48,105118.41232659594,104823.26010004526,104664.46101275749,104525.55894339886,52.45467519863109,562.1079910073615,5563.97622,106442.6,265.59864737514,187.6731071627972,77.92554021234278,106389.48423263729,104827.045,103264.60576736271,0.029809849788998456,48.98808614630758,60.47843412270904,-51.011913853654235,41.97597240254036,30.139281484812987,25.227882618173048,24.059938753425147,1.3042798528933885,1.5128137184137194,False,True,False,True,,,,,False,False,sideways,1,True,False,1,True,False,1,True,False,1,True,False,0.6211832948085267,False,False,False,False,0,581.8643893920607,False
